accession,seq_len,epitope_density,n_epitope_residues,model_family,method,auroc,auprc,precision_at_k,source_probe_rows_path
K7B0S9,108,0.1388888888888889,15,Baseline (04),random_mean,0.4995197132616487,0.178209007757758,0.1420000052452087,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,Baseline (04),attention_weights,0.5730980392156864,0.0738179129112255,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,Baseline (04),integrated_gradients,0.3367058823529412,0.0474167003735331,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,Baseline (04),random_mean,0.4917901960784313,0.0742557364264243,0.0586666689068079,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,Baseline (04),attention_weights,0.4318840579710145,0.1228162315631738,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,Baseline (04),integrated_gradients,0.5086956521739131,0.1559228011524414,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6ZY75,107,0.1401869158878504,15,Baseline (04),random_mean,0.4903840579710145,0.1712774007134354,0.1313333391398191,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,Baseline (04),attention_weights,0.5389937106918239,0.3950401668776588,0.4000000059604645,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,Baseline (04),integrated_gradients,0.2037735849056603,0.2455062539664578,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K6Z6R1,83,0.3614457831325301,30,Baseline (04),random_mean,0.5025849056603774,0.3981592117943016,0.3703333409130573,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AEU1,437,0.034324942791762,15,Baseline (04),attention_weights,0.3339652448657188,0.0257359278604904,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AEU1,437,0.034324942791762,15,Baseline (04),integrated_gradients,0.559873617693523,0.0450360547205365,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AEU1,437,0.034324942791762,15,Baseline (04),random_mean,0.5037124802527646,0.0486629670404535,0.0360000018775463,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AET4,180,0.0833333333333333,15,Baseline (04),attention_weights,0.4254545454545454,0.0724764893312461,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AET4,180,0.0833333333333333,15,Baseline (04),integrated_gradients,0.5147474747474747,0.1378296561534199,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
K7AET4,180,0.0833333333333333,15,Baseline (04),random_mean,0.5067676767676769,0.1118158059431811,0.0926666704565286,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,Baseline (04),attention_weights,0.4932523616734143,0.3055175444893646,0.3076923191547394,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,Baseline (04),integrated_gradients,0.2388663967611335,0.2188614606228366,0.0769230797886848,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q2KN26,83,0.3132530120481928,26,Baseline (04),random_mean,0.5047435897435899,0.3551104082823224,0.3188461624085903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P28744,392,0.1224489795918367,48,Baseline (04),attention_weights,0.5843628875968991,0.1483998202386153,0.125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P28744,392,0.1224489795918367,48,Baseline (04),integrated_gradients,0.4120033914728682,0.102469928926873,0.0416666679084301,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P28744,392,0.1224489795918367,48,Baseline (04),random_mean,0.4995233769379845,0.1356023325274883,0.1220833326503634,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),attention_weights,0.4857074142788428,0.4496642901758785,0.4025973975658417,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),integrated_gradients,0.5192056620628049,0.4851825506333798,0.4805194735527038,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),random_mean,0.4998158455301312,0.4579727050128723,0.4503246754407882,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A1KXH6,219,0.136986301369863,30,Baseline (04),attention_weights,0.5239858906525574,0.1581699927873632,0.1666666716337204,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A1KXH6,219,0.136986301369863,30,Baseline (04),integrated_gradients,0.2624338624338624,0.0915846741204652,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A1KXH6,219,0.136986301369863,30,Baseline (04),random_mean,0.4984673721340388,0.1553456019003677,0.1356666709110141,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,Baseline (04),attention_weights,0.4638176638176638,0.1167038594265103,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,Baseline (04),integrated_gradients,0.437037037037037,0.1011056605255143,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6Y1G3,132,0.1136363636363636,15,Baseline (04),random_mean,0.4984900284900284,0.1404401928133704,0.1040000040829181,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,Baseline (04),attention_weights,0.3470524340870939,0.0552694108862549,0.0307692307978868,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,Baseline (04),integrated_gradients,0.4589315690727757,0.0669618923643102,0.0307692307978868,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A482J3M1,844,0.0770142180094786,65,Baseline (04),random_mean,0.497564332971265,0.0825597524077316,0.0736923088412731,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6XZL9,125,0.184,23,Baseline (04),attention_weights,0.2745098039215686,0.1270916677222081,0.0434782616794109,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6XZL9,125,0.184,23,Baseline (04),integrated_gradients,0.2689684569479966,0.1255074650447674,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6XZL9,125,0.184,23,Baseline (04),random_mean,0.5069906223358909,0.2138512047222514,0.1843478243052959,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,Baseline (04),attention_weights,0.3885333333333333,0.1582654423292632,0.1000000014901161,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,Baseline (04),integrated_gradients,0.3544,0.1454978441044966,0.0333333350718021,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A5X5X4,155,0.1935483870967742,30,Baseline (04),random_mean,0.495848,0.2180122932066343,0.1923333381861448,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,Baseline (04),attention_weights,0.4202175303902751,0.0307996432849018,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,Baseline (04),integrated_gradients,0.9856685860524632,0.564607192822203,0.6000000238418579,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A6P6YJM8,536,0.0279850746268656,15,Baseline (04),random_mean,0.5113781190019194,0.0413544146924594,0.0340000016987323,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,Baseline (04),attention_weights,0.4911332179930796,0.4209663099885605,0.4852941036224365,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,Baseline (04),integrated_gradients,0.3867647058823529,0.3635718172462188,0.3382352888584137,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q8RYC0,306,0.4444444444444444,136,Baseline (04),random_mean,0.4990471453287196,0.4516082707041842,0.4434558817744255,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01887,119,0.1092436974789916,13,Baseline (04),attention_weights,0.8875181422351233,0.3747218581974786,0.3076923191547394,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01887,119,0.1092436974789916,13,Baseline (04),integrated_gradients,0.2089985486211901,0.070556930040624,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01887,119,0.1092436974789916,13,Baseline (04),random_mean,0.4994121915820029,0.1404854149345085,0.106153848990798,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P82615,228,0.3114035087719298,71,Baseline (04),attention_weights,0.601686552435633,0.4150819968763705,0.4084506928920746,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P82615,228,0.3114035087719298,71,Baseline (04),integrated_gradients,0.3999282318112497,0.2522263033082047,0.2112676054239273,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P82615,228,0.3114035087719298,71,Baseline (04),random_mean,0.4985619449179151,0.3267313180892879,0.3119718308746815,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P51437,172,0.0813953488372093,14,Baseline (04),attention_weights,0.2432188065099457,0.0548603746975974,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P51437,172,0.0813953488372093,14,Baseline (04),integrated_gradients,0.4073236889692586,0.0683340056030354,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P51437,172,0.0813953488372093,14,Baseline (04),random_mean,0.5054656419529837,0.1081232442807295,0.0821428604423999,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01837,107,0.1401869158878504,15,Baseline (04),attention_weights,0.5043478260869565,0.2176975709778107,0.2000000029802322,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01837,107,0.1401869158878504,15,Baseline (04),integrated_gradients,0.9282608695652174,0.6970518000518,0.6666666865348816,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
P01837,107,0.1401869158878504,15,Baseline (04),random_mean,0.4913840579710144,0.171187290761327,0.1306666716188192,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,Baseline (04),attention_weights,0.5176672384219554,0.4992496062783221,0.5090909004211426,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,Baseline (04),integrated_gradients,0.3015437392795883,0.393956645634079,0.3272727131843567,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
Q6S5I3,108,0.5092592592592593,55,Baseline (04),random_mean,0.4991457975986278,0.5273345322045968,0.5087272733449936,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,Baseline (04),attention_weights,0.6776291341508734,0.6810148996876733,0.6666666865348816,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,Baseline (04),integrated_gradients,0.5247120029728725,0.5758186949054557,0.5256410241127014,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A8DUK4,147,0.5306122448979592,78,Baseline (04),random_mean,0.5037736900780379,0.5489688693224255,0.5302564209699631,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,Baseline (04),attention_weights,0.2298076923076923,0.073160768474581,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,Baseline (04),integrated_gradients,0.3493589743589743,0.0864688647840767,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHR0,176,0.1136363636363636,20,Baseline (04),random_mean,0.4982403846153845,0.1323751197858108,0.1085000021010637,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHD2,171,0.087719298245614,15,Baseline (04),attention_weights,0.4495726495726495,0.0985395340565079,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHD2,171,0.087719298245614,15,Baseline (04),integrated_gradients,0.1568376068376068,0.0529265656825176,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A2BHD2,171,0.087719298245614,15,Baseline (04),random_mean,0.4889529914529915,0.1106393450018385,0.0853333369642496,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/baseline_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (05 frozen),residue_head,0.5175708605874054,0.5535531169560008,0.5724637508392334,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (05 frozen),attention_weights,0.6314608182634346,0.6321020215653047,0.6304348111152649,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (05 frozen),integrated_gradients,0.3841862254713351,0.4545216344802992,0.4637681245803833,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A834K244,251,0.549800796812749,138,MTL (05 frozen),random_mean,0.4966365268693087,0.5559651753796656,0.5479710030555726,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (05 frozen),residue_head,0.5188246097337007,0.6826518886733131,0.6363636255264282,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (05 frozen),attention_weights,0.2798898071625344,0.5114766501478756,0.5555555820465088,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (05 frozen),integrated_gradients,0.3711662075298439,0.5803733948486222,0.5656565427780151,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P49372,154,0.6428571428571429,99,MTL (05 frozen),random_mean,0.5003673094582185,0.6530298359591309,0.6424242413043976,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01012,386,0.4481865284974093,173,MTL (05 frozen),residue_head,0.6357838747320145,0.580230647561109,0.5549132823944092,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01012,386,0.4481865284974093,173,MTL (05 frozen),attention_weights,0.3464137425710331,0.3649376704404918,0.3179190754890442,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01012,386,0.4481865284974093,173,MTL (05 frozen),integrated_gradients,0.6504382751227984,0.67389391190258,0.5664739608764648,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P01012,386,0.4481865284974093,173,MTL (05 frozen),random_mean,0.4988379603245678,0.4573539727996012,0.4485549148917198,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),residue_head,0.7318713450292398,0.6379927169823598,0.6777777671813965,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),attention_weights,0.4061403508771929,0.4033884433828363,0.3444444537162781,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),integrated_gradients,0.4895711500974659,0.4234156669240742,0.422222226858139,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),random_mean,0.5083625730994151,0.4634107235752547,0.4462222266197204,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27762,397,0.0403022670025188,16,MTL (05 frozen),residue_head,0.8618766404199476,0.1831805432116932,0.1875,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27762,397,0.0403022670025188,16,MTL (05 frozen),attention_weights,0.338254593175853,0.0297785132191671,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27762,397,0.0403022670025188,16,MTL (05 frozen),integrated_gradients,0.4086286089238845,0.0336549969754245,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27762,397,0.0403022670025188,16,MTL (05 frozen),random_mean,0.4968487532808398,0.0507944833163181,0.033125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O65457,394,0.0406091370558375,16,MTL (05 frozen),residue_head,0.7628968253968254,0.0935698086811495,0.125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O65457,394,0.0406091370558375,16,MTL (05 frozen),attention_weights,0.4758597883597883,0.0389976735604028,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O65457,394,0.0406091370558375,16,MTL (05 frozen),integrated_gradients,0.7435515873015873,0.0999101128873738,0.125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O65457,394,0.0406091370558375,16,MTL (05 frozen),random_mean,0.4989839616402116,0.0556782570376508,0.0425,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A804JLZ5,407,0.0393120393120393,16,MTL (05 frozen),residue_head,0.7910805626598465,0.096372141827552,0.0625,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A804JLZ5,407,0.0393120393120393,16,MTL (05 frozen),attention_weights,0.4183184143222506,0.0343070534612694,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A804JLZ5,407,0.0393120393120393,16,MTL (05 frozen),integrated_gradients,0.3467071611253197,0.0299727679269325,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0A804JLZ5,407,0.0393120393120393,16,MTL (05 frozen),random_mean,0.4952006074168797,0.052688151939609,0.04125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O24554,401,0.0399002493765586,16,MTL (05 frozen),residue_head,0.7387987012987012,0.0858387151992834,0.0625,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O24554,401,0.0399002493765586,16,MTL (05 frozen),attention_weights,0.5988636363636364,0.0552574077780287,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O24554,401,0.0399002493765586,16,MTL (05 frozen),integrated_gradients,0.3785714285714285,0.0315828799040152,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O24554,401,0.0399002493765586,16,MTL (05 frozen),random_mean,0.491612012987013,0.0533755094809315,0.03875,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9C5M8,408,0.0392156862745098,16,MTL (05 frozen),residue_head,0.7452168367346939,0.0774641559461034,0.0625,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9C5M8,408,0.0392156862745098,16,MTL (05 frozen),attention_weights,0.498405612244898,0.0387502154921478,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
