accession,seq_len,epitope_density,n_epitope_residues,method,auroc,auprc,precision_at_k,ig_scores_json,model_family
P40108,496,0.03024193548387097,15,random_mean,0.5068607068607068,0.04069482582513755,0.025333333333333333,,
P40108,496,0.03024193548387097,15,shuffled_mean,0.49661954261954266,0.04373355170442671,0.038000000000000006,,
A0ABI7XHC5,214,0.2102803738317757,45,attention_weights,0.48770545693622613,0.1984967210107309,0.15555555555555556,,
A0ABI7XHC5,214,0.2102803738317757,45,integrated_gradients,0.5162393162393162,0.20188884314717714,0.1111111111111111,"[17.720144271850586,5.002952575683594,4.948542594909668,4.728751182556152,8.225452423095703,4.642474174499512,4.102771759033203,4.230904579162598,2.3782968521118164,3.5197248458862305,2.629741668701172,2.737490653991699,2.6488728523254395,2.652884006500244,4.09091854095459,1.8381870985031128,1.8445978164672852,2.4637069702148438,6.230782508850098,1.968661904335022,3.4580814838409424,2.946319580078125,2.896158456802368,21.555097579956055,3.333281993865967,2.0575265884399414,2.3851218223571777,1.924452781677246,2.4255270957946777,1.5593441724777222,2.0211358070373535,1.73984694480896,2.0623669624328613,3.095696449279785,2.195061206817627,2.3318681716918945,1.4176870584487915,2.6600873470306396,3.773747444152832,5.16578483581543,2.2346246242523193,1.3550796508789062,2.9195384979248047,1.8985553979873657,1.2958804368972778,2.0556647777557373,1.8441033363342285,1.1060534715652466,1.6816264390945435,1.1081879138946533,3.84663724899292,1.2735519409179688,2.1589510440826416,1.5125541687011719,3.6550450325012207,1.9401017427444458,1.998868703842163,1.907006025314331,1.6439926624298096,1.4131832122802734,2.6375904083251953,1.3405051231384277,3.8388280868530273,2.5455050468444824,1.3667131662368774,2.2273268699645996,1.8327034711837769,2.065703868865967,1.365216612815857,1.0769929885864258,1.3668309450149536,1.1358885765075684,1.669263243675232,0.9725832939147949,1.4938879013061523,1.6050896644592285,0.9919431805610657,0.9247825741767883,1.3263322114944458,1.1912999153137207,1.005810022354126,2.1701273918151855,1.6004480123519897,1.1621280908584595,1.4176886081695557,1.2385926246643066,0.9800658226013184,1.685051441192627,1.1393624544143677,1.242013931274414,1.391730546951294,1.0212937593460083,1.336205005645752,1.1915314197540283,1.127034306526184,1.1593204736709595,1.3645883798599243,1.3217113018035889,1.755936622619629,1.2516511678695679,1.4656959772109985,1.8653182983398438,1.2022446393966675,1.398451805114746,1.6537244319915771,1.3008650541305542,1.2736940383911133,1.6602842807769775,1.6094716787338257,0.9053784608840942,1.8970379829406738,1.6765282154083252,1.5093141794204712,1.5518393516540527,1.4133195877075195,1.068278431892395,1.3379466533660889,1.601288080215454,1.6610509157180786,1.842607021331787,1.185091495513916,1.8773441314697266,0.8612979650497437,1.2158117294311523,1.4636329412460327,1.156921625137329,1.0811090469360352,1.5690157413482666,1.8641070127487183,1.4802730083465576,1.5390703678131104,1.0850149393081665,0.9588756561279297,1.531261920928955,1.072998046875,0.9376392364501953,0.916480302810669,1.2057191133499146,1.194883108139038,0.8616267442703247,1.1884605884552002,1.5598907470703125,1.3283475637435913,1.0176098346710205,1.02421236038208,1.010514736175537,0.9647118449211121,1.6836837530136108,0.7968132495880127,0.6996791362762451,1.3892686367034912,1.1693733930587769,1.3287286758422852,1.2578871250152588,1.1348016262054443,1.5092339515686035,0.9870281219482422,1.087837815284729,1.2424205541610718,1.3569637537002563,1.0978751182556152,1.9457026720046997,1.0084019899368286,1.59415864944458,1.2463629245758057,1.5939234495162964,1.2405717372894287,1.7364325523376465,1.1268466711044312,1.2597541809082031,1.2513841390609741,1.4656212329864502,1.9166104793548584,1.1957242488861084,1.6852891445159912,1.1719748973846436,1.799349308013916,1.4379024505615234,0.9489334225654602,2.0888218879699707,1.7176727056503296,1.7723362445831299,1.2397435903549194,1.6841588020324707,1.742856740951538,1.1202805042266846,1.5360629558563232,1.2387216091156006,1.0574151277542114,1.322851538658142,1.6495063304901123,1.6916275024414062,1.4946231842041016,1.2243859767913818,1.7920780181884766,0.7817131280899048,1.1040066480636597,1.0368688106536865,1.3794610500335693,1.1444422006607056,1.2712916135787964,0.8485778570175171,1.0486469268798828,0.9730814099311829,1.306511640548706,1.0967143774032593,0.9783904552459717,1.0357179641723633,1.3990392684936523,1.2286957502365112,1.1600388288497925,1.1514308452606201,1.0058603286743164,1.9165889024734497]",
A0ABI7XHC5,214,0.2102803738317757,45,random_mean,0.4973609467455621,0.22632600790137733,0.2066666666666666,,
A0ABI7XHC5,214,0.2102803738317757,45,shuffled_mean,0.4951702827087442,0.2260036755691384,0.20422222222222217,,
A0PJ16,396,0.6893939393939394,273,attention_weights,0.3348819202477739,0.6023535935537959,0.6117216117216118,,
A0PJ16,396,0.6893939393939394,273,integrated_gradients,0.36430507162214476,0.5935054987674014,0.6593406593406593,"[4.6161885261535645,3.4061012268066406,2.7125511169433594,2.2312638759613037,1.9651854038238525,1.4061270952224731,2.017751932144165,1.9744175672531128,2.0124378204345703,2.2326879501342773,2.3952033519744873,1.7085206508636475,1.430922031402588,1.534170389175415,1.5949409008026123,1.582733392715454,1.4250776767730713,1.006406307220459,1.820284366607666,2.05729079246521,2.1117210388183594,1.9583396911621094,1.5348036289215088,2.1254806518554688,1.3306798934936523,1.026003360748291,2.4465060234069824,1.535592794418335,0.5669916868209839,1.3562721014022827,0.5867471694946289,0.5965661406517029,1.0035994052886963,1.423111081123352,1.0193278789520264,0.825204610824585,1.1469371318817139,1.0970723628997803,1.010627269744873,1.871262550354004,1.1262454986572266,1.142776370048523,1.0165727138519287,1.3720935583114624,0.6972438097000122,0.6047427654266357,1.2228507995605469,1.0254063606262207,1.7268569469451904,1.8766738176345825,1.517523169517517,0.8092371225357056,1.382573127746582,1.2108217477798462,0.777097761631012,1.502766728401184,0.7135935425758362,0.5745605230331421,1.5547277927398682,1.1756970882415771,1.112534999847412,0.705971360206604,0.8616471886634827,0.7835161685943604,0.8218857645988464,0.5258032083511353,1.638917088508606,0.5860472917556763,0.9047919511795044,1.4147140979766846,0.8510915637016296,1.0922843217849731,2.2568907737731934,0.9866882562637329,0.6459025144577026,1.133292317390442,1.4774384498596191,1.0018177032470703,1.101117491722107,1.305310606956482,1.4463603496551514,0.8920555114746094,1.184002161026001,1.1427977085113525,1.328474998474121,1.2903974056243896,2.3834328651428223,1.1889452934265137,1.3431522846221924,1.189103603363037,1.430154800415039,1.5550216436386108,0.7909647226333618,1.3859448432922363,1.2699891328811646,0.9513407945632935,0.8109521865844727,0.780366837978363,1.0073840618133545,1.5211474895477295,0.559778094291687,1.213833212852478,1.191036581993103,0.7903847098350525,0.6282550096511841,0.7860459089279175,1.4614989757537842,0.7436790466308594,1.0693943500518799,0.7661562561988831,0.8915964365005493,1.0867785215377808,0.7294963002204895,1.0237176418304443,0.6552025079727173,1.5016276836395264,0.8349660038948059,0.7995153665542603,0.9968309998512268,0.5823897123336792,0.5752249956130981,1.0679641962051392,0.8620975017547607,0.586486279964447,0.815870463848114,0.8096859455108643,0.7421212196350098,0.7893648147583008,1.3464229106903076,0.7124241590499878,0.844886302947998,0.5692511200904846,0.7819156050682068,0.6837906837463379,0.780684232711792,0.8079062700271606,0.6341242790222168,0.9400736093521118,0.986266016960144,0.9737036824226379,1.0249035358428955,0.8977603912353516,0.6547914743423462,0.7845609784126282,0.8484324216842651,0.701241672039032,0.769206166267395,1.0601037740707397,0.959124743938446,1.3441722393035889,0.6540374755859375,0.8060431480407715,1.1524415016174316,0.8433699607849121,1.0190505981445312,2.1381423473358154,0.5933196544647217,0.8462398052215576,1.1803923845291138,0.6151254773139954,0.8137372732162476,1.3646984100341797,1.6351702213287354,1.8492512702941895,0.8334528207778931,1.2767395973205566,1.4542466402053833,1.0381723642349243,1.457371711730957,0.7835561037063599,0.8665738105773926,0.8680800199508667,0.5871900320053101,0.9280524849891663,0.8906795978546143,1.0818387269973755,1.3267292976379395,0.8038363456726074,0.9138572216033936,0.8201917409896851,0.6428357362747192,0.6548477411270142,0.768543004989624,0.6116729974746704,1.2492491006851196,1.2845726013183594,1.3384982347488403,2.146693229675293,0.8336254358291626,2.2050554752349854,1.311126470565796,0.7459468841552734,0.8634752035140991,1.0895859003067017,0.974425196647644,0.7437574863433838,0.9663624167442322,1.381507396697998,1.0280683040618896,0.5090755224227905,1.0522851943969727,0.7498413324356079,0.8478668928146362,0.9579357504844666,0.859176516532898,2.1343250274658203,2.163473606109619,1.0432950258255005,1.91997492313385,1.9715771675109863,0.7950633764266968,0.7926377654075623,0.7944740056991577,1.9172577857971191,1.0806574821472168,1.0421051979064941,1.2404227256774902,0.8324751853942871,0.9414587020874023,0.7909172177314758,1.6799572706222534,0.9157394170761108,0.7860327959060669,1.0128610134124756,0.8829949498176575,0.7421128749847412,0.851020872592926,0.7076832056045532,0.9298630952835083,0.6472628116607666,0.7551533579826355,0.6809951066970825,0.664824366569519,2.062448024749756,0.709537148475647,1.2025728225708008,0.8143386840820312,1.974805474281311,2.1147308349609375,0.7392090559005737,0.6708157062530518,0.8743611574172974,0.6912359595298767,0.6584022045135498,0.6803069114685059,0.703143835067749,0.38817650079727173,1.0874290466308594,0.545173168182373,0.5212447643280029,1.6228055953979492,0.6599404215812683,0.9964626431465149,1.0296375751495361,0.7055763602256775,0.5902532339096069,1.4103419780731201,2.287959098815918,0.9318147897720337,0.6141499280929565,0.5822532176971436,0.5351766347885132,1.3566641807556152,0.8403319120407104,0.7833551168441772,1.1042004823684692,0.45713624358177185,0.5811958909034729,0.48634546995162964,1.4850248098373413,0.8526483178138733,0.6966549158096313,0.6449165344238281,1.765812635421753,1.1928644180297852,0.6576709747314453,1.491991400718689,0.6059173345565796,1.0134024620056152,0.7496474981307983,1.0545666217803955,1.160423755645752,1.4651604890823364,0.6898312568664551,0.6653623580932617,0.7571662068367004,0.8373768329620361,1.0270307064056396,1.7839460372924805,0.7797050476074219,0.7925036549568176,2.0919318199157715,1.0255483388900757,0.798423171043396,1.938650131225586,0.6421875953674316,0.8934189081192017,0.8812270164489746,1.0911215543746948,0.7009310722351074,0.6088893413543701,0.6309374570846558,1.3280526399612427,0.7996352910995483,0.6523224711418152,0.6225340366363525,0.6094915866851807,0.9697994589805603,0.8705536723136902,0.6448456048965454,0.5889652967453003,0.9924980401992798,1.4866570234298706,0.5821378231048584,1.284615159034729,0.9207556247711182,0.9527195692062378,1.0975918769836426,1.4698388576507568,0.6059890985488892,0.5774763822555542,0.682741105556488,0.5218297243118286,0.6249223351478577,0.5557951331138611,1.3233163356781006,0.7380540370941162,0.7331537008285522,0.6703722476959229,0.822844386100769,1.2533782720565796,0.6731517910957336,0.9548790454864502,0.6368202567100525,1.0648412704467773,0.5917849540710449,1.6565258502960205,0.9122341871261597,1.6510419845581055,0.6751036643981934,0.644862949848175,0.9789037108421326,0.7980704307556152,1.101135492324829,0.8281872272491455,0.687463104724884,0.8883181810379028,0.8869335651397705,0.9892321825027466,0.8136321306228638,2.3859517574310303,1.731745958328247,1.134101152420044,1.3422324657440186,0.8136762976646423,2.2390360832214355,1.6820201873779297,1.3693711757659912,1.870613694190979,1.0997768640518188,0.8777320384979248,1.0383691787719727,1.3587687015533447,1.243027687072754,0.9103858470916748,0.6247187256813049,0.6001365780830383,0.9346358776092529,0.891786515712738,0.8340374231338501,1.2464792728424072,0.7429275512695312,1.07944917678833,1.2643778324127197,1.242030382156372,0.6382834911346436,0.7226960062980652,0.593177080154419,0.7522958517074585,1.3781384229660034,0.819093644618988,0.7357971668243408,0.6594299077987671,2.1709187030792236,0.7684402465820312,1.2821662425994873,0.6225088834762573,0.7222902178764343,0.7425681352615356,1.6309218406677246,0.475963830947876,1.1194121837615967,1.0138792991638184,0.5609275102615356,1.3738467693328857,1.6665892601013184]",
A0PJ16,396,0.6893939393939394,273,random_mean,0.5003043568897226,0.6933633908936465,0.687838827838828,,
A0PJ16,396,0.6893939393939394,273,shuffled_mean,0.49734089758479993,0.692321734679553,0.6865201465201465,,
E1XUL4,397,0.6574307304785895,261,attention_weights,0.41661032228983547,0.6157432277110029,0.6130268199233716,,
E1XUL4,397,0.6574307304785895,261,integrated_gradients,0.44165539779130036,0.5926812520891074,0.6551724137931034,"[4.741820812225342,2.036388397216797,2.2230865955352783,8.343286514282227,1.8677351474761963,2.574361801147461,2.9404401779174805,3.145021915435791,2.7177014350891113,2.392171859741211,2.986013650894165,2.1043338775634766,3.366262435913086,2.291937828063965,2.727909564971924,2.578054904937744,2.6656832695007324,2.1697564125061035,1.8371970653533936,1.6047697067260742,1.8977792263031006,2.464423179626465,1.6231822967529297,1.8766918182373047,2.2995998859405518,2.383146047592163,1.506286859512329,1.0684230327606201,1.6137192249298096,1.1093902587890625,1.2384361028671265,2.489105463027954,0.7982401847839355,1.7601617574691772,1.076355218887329,3.035642385482788,2.4259841442108154,1.3520591259002686,1.6019175052642822,1.3347997665405273,0.9832695722579956,0.8728173971176147,1.2449371814727783,0.9538419246673584,3.7904419898986816,1.3890883922576904,0.8116298913955688,0.9525250792503357,1.0747442245483398,1.3451259136199951,1.2525712251663208,1.8940719366073608,0.7637412548065186,3.415872573852539,1.1595807075500488,0.6868337988853455,1.001678466796875,0.7959243655204773,0.599457859992981,1.0864555835723877,1.2065575122833252,0.9822114706039429,0.6809399127960205,0.8050316572189331,0.9241886734962463,1.2398009300231934,0.6020711660385132,1.5651557445526123,0.7454581260681152,1.5517234802246094,2.8170113563537598,0.7175052762031555,1.4320088624954224,1.1424188613891602,1.2324130535125732,0.8839523792266846,1.2309147119522095,1.1373093128204346,1.2533740997314453,1.2489285469055176,1.063528060913086,1.0530076026916504,0.8559367656707764,2.0179553031921387,1.1686762571334839,1.527200698852539,1.3489584922790527,1.569287657737732,1.134126901626587,1.2120412588119507,1.0085358619689941,0.5139095783233643,1.0364866256713867,0.8586021661758423,0.8487671613693237,0.8413376808166504,0.7866085767745972,0.47684717178344727,0.7718907594680786,0.8404723405838013,1.473661184310913,0.6380997896194458,0.9710979461669922,0.8675276637077332,0.8376521468162537,0.6607725620269775,0.853191077709198,1.5188449621200562,0.49633973836898804,0.5405107736587524,0.6339516639709473,0.7174825668334961,0.9933252334594727,1.15639066696167,1.8831764459609985,0.836164653301239,1.4558963775634766,1.212572693824768,1.113856554031372,1.807310700416565,1.0826250314712524,1.2548127174377441,1.7162132263183594,0.8609702587127686,0.6297961473464966,0.7653113007545471,0.7492658495903015,1.0362284183502197,1.2713282108306885,0.7267241477966309,1.0045359134674072,0.8181931376457214,0.6889570951461792,0.68113112449646,0.7855279445648193,0.6507756114006042,1.039900779724121,0.8902977108955383,0.9348450303077698,0.8984302282333374,0.907767653465271,0.9279321432113647,1.0034890174865723,0.8225646615028381,0.7536748051643372,0.7330993413925171,0.7618929147720337,0.9726297855377197,0.9851853847503662,1.0206189155578613,1.1903164386749268,0.8285131454467773,0.6227827072143555,0.7676464319229126,0.7870771884918213,0.7825789451599121,1.164038062095642,0.9981088042259216,0.7671834230422974,0.9278028607368469,1.3552093505859375,1.0987889766693115,1.333815097808838,1.0582799911499023,0.9959774613380432,1.0582276582717896,1.2392276525497437,1.061457633972168,1.042600393295288,0.9525431990623474,0.9163773655891418,0.813857913017273,0.6493416428565979,0.7348037362098694,0.8568366765975952,1.0377483367919922,0.6470950841903687,0.9769512414932251,1.6776347160339355,1.30522620677948,0.6497879028320312,0.787975013256073,0.7984249591827393,1.1037797927856445,0.7086784839630127,0.785523533821106,0.8012896776199341,0.8798086643218994,0.860649824142456,0.9160864353179932,0.6494830846786499,0.813513994216919,0.800241231918335,1.028177261352539,1.0723998546600342,0.8250720500946045,0.8434008359909058,0.9366234540939331,0.7382115125656128,0.6029534935951233,0.7737870216369629,0.8468539714813232,0.9927855730056763,0.9443739652633667,0.9551998376846313,1.5786529779434204,2.0145978927612305,2.147695302963257,1.0739200115203857,1.3569207191467285,1.9265813827514648,0.8611558675765991,0.9434261918067932,1.0156002044677734,1.0754270553588867,0.9839566349983215,1.0944766998291016,1.4133632183074951,1.2187955379486084,0.754486083984375,0.5641331672668457,1.4515174627304077,0.4682270884513855,0.7933434247970581,0.7541248798370361,1.2824015617370605,0.7954126596450806,0.6878384947776794,1.346587061882019,1.0337533950805664,0.8918541669845581,1.911118507385254,0.9661818146705627,0.7223306894302368,1.8273118734359741,0.9221854209899902,1.9245200157165527,0.9096542596817017,0.7776244282722473,0.8614997267723083,0.7342871427536011,0.9228821992874146,0.7215871810913086,0.8610203266143799,0.6229931712150574,0.6225129961967468,1.224276065826416,0.5534975528717041,1.1507158279418945,1.0976659059524536,1.0819439888000488,1.0042446851730347,0.8314874172210693,0.8587735891342163,1.3477160930633545,1.2309019565582275,1.2393686771392822,1.8774566650390625,2.75723934173584,0.7279810905456543,0.9474136233329773,0.9928461909294128,1.2155835628509521,1.4600025415420532,0.8041033744812012,2.1903958320617676,1.1014926433563232,0.9110015630722046,0.8247171640396118,0.6382925510406494,0.6533093452453613,0.8651506304740906,1.1332448720932007,0.7502114176750183,2.2500808238983154,0.9576483964920044,1.114140272140503,1.2325518131256104,1.1281589269638062,2.0147135257720947,1.598253607749939,1.8313484191894531,1.7170588970184326,1.5191478729248047,1.2893710136413574,1.1944085359573364,0.7580803036689758,0.7638766765594482,0.7445604801177979,1.646047592163086,1.3634512424468994,1.062252163887024,2.3510701656341553,2.1807143688201904,1.2927298545837402,2.4466915130615234,0.8823370933532715,2.397954225540161,2.493244171142578,2.4469237327575684,1.5115971565246582,1.5720596313476562,1.5855834484100342,3.236577033996582,1.1451799869537354,1.070229411125183,0.8501038551330566,1.7438836097717285,2.0014121532440186,1.4165658950805664,1.2955322265625,1.0616182088851929,1.54758882522583,0.7352100610733032,0.9764552116394043,1.9083561897277832,1.6528129577636719,1.6535658836364746,1.1692732572555542,0.8602954149246216,0.9230502843856812,0.9312992691993713,1.6255770921707153,0.9067813158035278,1.0643309354782104,1.0751514434814453,1.890777587890625,0.9334436058998108,1.7112443447113037,0.9825001955032349,2.8135032653808594,0.7841283082962036,0.9443114995956421,1.2668242454528809,0.9511986374855042,1.4103899002075195,0.943159818649292,2.464186668395996,1.1111862659454346,2.4514412879943848,0.9554350972175598,0.9351375102996826,1.7249938249588013,0.7011164426803589,1.377586007118225,0.8011527061462402,0.8496716022491455,1.086559534072876,1.2730506658554077,1.6962121725082397,0.7866084575653076,1.603156328201294,1.3707036972045898,1.0085647106170654,1.119600534439087,1.0006287097930908,2.113528251647949,0.965749204158783,1.3653409481048584,1.7051112651824951,1.0177323818206787,1.100795030593872,1.0691032409667969,1.6003503799438477,0.7287800312042236,1.6207228899002075,0.9892614483833313,0.8486549854278564,1.5339032411575317,1.5129891633987427,1.5241665840148926,1.3375060558319092,0.7663626670837402,0.7309352159500122,1.1347301006317139,1.286336064338684,0.8093018531799316,0.7011691927909851,0.702691912651062,1.3056693077087402,1.4703091382980347,0.9720024466514587,0.7753708958625793,0.8762307167053223,0.8618452548980713,0.708953320980072,0.9752119183540344,1.1125462055206299,0.9500287771224976,0.8027341961860657,2.0883898735046387,0.668154239654541,0.819331169128418,1.2934128046035767,0.6743263006210327,0.7456141710281372,1.7914243936538696]",
E1XUL4,397,0.6574307304785895,261,random_mean,0.5043833107955826,0.6624117881164829,0.6602681992337165,,
E1XUL4,397,0.6574307304785895,261,shuffled_mean,0.4987807076853729,0.6590079834179012,0.6590038314176244,,
P27760,398,0.2185929648241206,87,attention_weights,0.4620246147022951,0.2093358696315151,0.19540229885057472,,
P27760,398,0.2185929648241206,87,integrated_gradients,0.35488043759470744,0.1666523566415891,0.10344827586206896,"[5.707778453826904,1.9931973218917847,1.4011716842651367,4.308010101318359,2.594676971435547,1.634071707725525,1.8860948085784912,2.2086181640625,1.7078771591186523,1.5225359201431274,1.7335740327835083,1.282702922821045,1.337022066116333,1.3636919260025024,1.5715785026550293,1.6653187274932861,1.7872018814086914,1.6532671451568604,1.4030241966247559,1.1055675745010376,1.3535089492797852,2.038332462310791,1.1529191732406616,1.3472520112991333,1.3579802513122559,1.7970144748687744,2.3191394805908203,2.491575002670288,1.107544183731079,1.567159652709961,1.275512456893921,1.9940851926803589,0.5864384174346924,0.8024555444717407,0.9058732986450195,0.5624207258224487,1.1968553066253662,1.3171157836914062,0.8357247710227966,0.6434544324874878,0.6597787737846375,0.8907219171524048,0.47276878356933594,0.9272160530090332,0.6700277924537659,2.5938546657562256,1.2167168855667114,0.6288368105888367,0.9004772305488586,0.9276255369186401,0.9972599744796753,1.2035309076309204,1.3196325302124023,0.8308078646659851,1.9447275400161743,1.2081749439239502,0.6259495615959167,1.5561823844909668,0.7050833702087402,0.6406960487365723,0.9420238733291626,1.2884163856506348,0.5691651701927185,0.8538610935211182,0.9067263603210449,0.6973522901535034,0.70607590675354,0.771881103515625,1.3323447704315186,1.0140337944030762,1.4838955402374268,1.8347084522247314,0.8987670540809631,0.820983350276947,0.9338366985321045,1.145948886871338,0.5061417818069458,1.1291186809539795,0.9121989607810974,0.7914977073669434,1.6398003101348877,1.0359724760055542,1.2305649518966675,1.2188618183135986,1.1337108612060547,1.165316104888916,1.2902618646621704,1.9984381198883057,1.4001634120941162,0.8698590993881226,0.969626784324646,0.8271389007568359,0.7035106420516968,0.834507167339325,0.802823543548584,0.9832043051719666,0.8668663501739502,0.7283408641815186,0.6624373197555542,0.5956347584724426,0.8555916547775269,1.249822735786438,0.9903214573860168,0.8506515026092529,0.7588890790939331,0.6757169961929321,0.713991105556488,0.7905334234237671,1.2338283061981201,0.5337384939193726,0.5806766748428345,0.6240708827972412,0.5188911557197571,0.7875389456748962,0.6410186886787415,1.257227897644043,0.6931482553482056,2.357489824295044,1.0619868040084839,1.0433694124221802,1.1483834981918335,0.8274416923522949,0.9134069681167603,1.374211311340332,0.6514700651168823,0.8697621822357178,0.868250846862793,1.0603411197662354,0.7742411494255066,0.6099432706832886,0.5042049288749695,0.6608096361160278,0.5646906495094299,0.5723692774772644,0.657746434211731,0.5813329219818115,0.6100008487701416,1.0582547187805176,0.6261354684829712,0.7743286490440369,0.8774203062057495,0.8842004537582397,0.6568028926849365,0.6161441206932068,0.7089682817459106,0.6073166131973267,0.4888153672218323,0.4931027889251709,0.7986818552017212,0.9031508564949036,0.6008947491645813,0.7124158143997192,0.46383535861968994,0.8199783563613892,0.5324313640594482,0.5923963189125061,0.6074545383453369,0.6813825368881226,0.5891655087471008,0.37623050808906555,0.6240837574005127,0.55510413646698,0.7375887632369995,0.8332605361938477,0.8165369033813477,0.8213921785354614,0.6824067831039429,0.7459577322006226,0.5719212293624878,0.7555769681930542,0.9300330877304077,0.5785664916038513,0.734782338142395,0.7460592985153198,0.5300177335739136,1.2009973526000977,0.7264657616615295,0.9482935667037964,1.0510814189910889,1.2458381652832031,0.8864772319793701,0.6500208377838135,0.5055380463600159,0.6683776378631592,0.8301795125007629,0.8752607107162476,0.8783521056175232,0.7668910622596741,0.904426097869873,0.9883109927177429,0.5953502655029297,0.7649828195571899,0.7853834629058838,0.5651661157608032,0.7765004634857178,0.8399132490158081,1.1195005178451538,0.5289803743362427,0.8675975799560547,1.003888487815857,0.816198468208313,0.4016120433807373,0.9215342998504639,0.5809252858161926,0.5562901496887207,0.6920958161354065,0.7221318483352661,1.5293806791305542,1.641735553741455,0.7646418809890747,0.8737717270851135,1.35145902633667,0.7167849540710449,0.7563327550888062,0.7013164758682251,0.7860450744628906,0.7314538955688477,0.5638171434402466,0.9422216415405273,1.1207486391067505,0.5788463354110718,0.5070449113845825,0.8651398420333862,0.7015550136566162,0.5428469181060791,0.5324360132217407,1.6787413358688354,0.49617019295692444,0.5542157888412476,0.8972935080528259,0.6017085313796997,0.5396682024002075,0.6941580176353455,0.5259912014007568,0.643085241317749,1.1771433353424072,0.9179779291152954,1.676037311553955,0.7125524878501892,0.5896260738372803,0.7090243101119995,0.5630550384521484,1.0388543605804443,0.6389511227607727,0.6494495868682861,0.5226587057113647,0.6739544868469238,1.1646318435668945,0.604354739189148,0.8582310676574707,0.8354011178016663,0.6450580358505249,0.6845513582229614,1.4626591205596924,0.7371097803115845,1.4515769481658936,1.2304599285125732,1.9992916584014893,1.1506519317626953,2.191795825958252,0.7528949975967407,0.6860154867172241,1.4431262016296387,0.7772992253303528,1.2588474750518799,1.0115691423416138,1.2316992282867432,0.9786637425422668,0.6481006145477295,1.034028172492981,0.7708982229232788,0.46709203720092773,0.6503682136535645,0.6898607611656189,0.7326449155807495,1.571621060371399,0.7656456232070923,0.813427209854126,1.1235628128051758,0.7917017936706543,1.3353841304779053,1.3821780681610107,1.058361291885376,0.9809040427207947,1.227553367614746,0.7113497257232666,0.6817121505737305,0.7008398771286011,0.6750701665878296,0.5604591369628906,1.801578164100647,0.9590975046157837,0.8641152381896973,1.1761693954467773,0.9944418668746948,0.7440063953399658,1.4899077415466309,0.5454808473587036,1.0233484506607056,1.109941840171814,1.449862003326416,0.7533620595932007,0.7198730707168579,0.8404330015182495,2.4598753452301025,1.004861831665039,0.7296357154846191,0.704235315322876,0.6264623999595642,0.8777760863304138,0.5700539350509644,0.8690389394760132,0.9153265953063965,0.8734868168830872,0.9179930686950684,0.6859078407287598,1.9021823406219482,2.189669132232666,1.414551019668579,1.4960260391235352,1.0560038089752197,1.1716511249542236,1.2373590469360352,1.2337281703948975,1.2473773956298828,1.5079231262207031,0.8587284088134766,1.8386814594268799,0.7873297333717346,1.0801727771759033,0.6628840565681458,1.2775425910949707,0.7957038879394531,0.7989405393600464,1.3020539283752441,1.0789798498153687,0.9737709760665894,0.8505573272705078,1.8901605606079102,0.6635535955429077,1.9639497995376587,0.6446390151977539,0.5927131175994873,0.9016821384429932,0.5862349271774292,0.8435417413711548,0.9368547797203064,0.8867745399475098,0.8742138743400574,0.6953728199005127,1.050669550895691,0.5751844644546509,0.6392766237258911,0.8996734023094177,0.607669472694397,1.5246047973632812,0.6543223857879639,1.3757312297821045,0.7693279981613159,0.9292821288108826,1.2854063510894775,0.7645952701568604,0.827505886554718,0.8706605434417725,1.029102087020874,0.9839110970497131,0.8653250336647034,0.6894181966781616,0.5796711444854736,1.1556119918823242,1.45180344581604,1.139317274093628,1.2160557508468628,0.678125262260437,0.6682805418968201,0.7122052907943726,0.6624916195869446,0.6078054904937744,0.578686535358429,0.5863761305809021,0.9405590295791626,0.5967934131622314,0.8219171166419983,0.7721213102340698,0.6531728506088257,0.5741159915924072,0.5275247693061829,0.7011111974716187,0.5312154293060303,0.5075019001960754,0.7103067636489868,1.8854598999023438,0.6076911091804504,0.547351598739624,0.6776427030563354,0.5540623664855957,0.671877384185791,1.6321438550949097]",
P27760,398,0.2185929648241206,87,random_mean,0.49917100935063013,0.22795877244932775,0.22045977011494253,,
P27760,398,0.2185929648241206,87,shuffled_mean,0.5043781646154415,0.23087553493525206,0.2247126436781609,,
P00711,142,0.5985915492957746,85,attention_weights,0.49349845201238385,0.6021348632504125,0.5411764705882353,,
