accession,seq_len,epitope_density,n_epitope_residues,model_family,method,label_variant,auroc,auprc,precision_at_k,source_probe_rows_path
P43187,205,0.073170731707317,15,Baseline (04),random_mean,scrambled,0.4902,0.0952473917210041,0.0666666697710752,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),attention_weights,original,0.3614691614691614,0.0231925378143477,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),attention_weights,scrambled,0.5085239085239086,0.0309487501399511,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),integrated_gradients,original,0.4605682605682605,0.0300561198372335,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),integrated_gradients,scrambled,0.4212058212058212,0.0259655724455165,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),gradient_x_input,original,0.5555093555093555,0.0337048450139362,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),gradient_x_input,scrambled,0.2925848925848925,0.0216356612092958,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),smoothgrad_ig,original,0.4514206514206513,0.0294378641661388,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),smoothgrad_ig,scrambled,0.4407484407484406,0.0292408133495777,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),occlusion,original,0.5953568953568953,0.0390796848989227,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),occlusion,scrambled,0.3979902979902979,0.0250265809838027,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),random_mean,original,0.4993097713097713,0.0412038524159758,0.0293333347141742,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P40108,496,0.0302419354838709,15,Baseline (04),random_mean,scrambled,0.5003714483714483,0.0416985119015228,0.0273333347588777,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),attention_weights,original,0.4877054569362261,0.1984967210107309,0.1555555611848831,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),attention_weights,scrambled,0.588034188034188,0.2507486344970416,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),integrated_gradients,original,0.5162393162393162,0.2018888431471771,0.1111111119389534,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),integrated_gradients,scrambled,0.5489809335963183,0.2325710137845004,0.2444444447755813,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),gradient_x_input,original,0.4168310322156476,0.1738396404377691,0.0888888910412788,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),gradient_x_input,scrambled,0.4448389217619987,0.1840008323886653,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),smoothgrad_ig,original,0.5145299145299146,0.2012020877150687,0.1111111119389534,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),smoothgrad_ig,scrambled,0.5108481262327417,0.2309596283305642,0.2444444447755813,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),occlusion,original,0.5980276134122288,0.2665603342699411,0.3111111223697662,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),occlusion,scrambled,0.4829717291255753,0.2135531847143885,0.2222222238779068,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),random_mean,original,0.4997882971729124,0.229446705915488,0.2117777823656797,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,Baseline (04),random_mean,scrambled,0.4987495069033531,0.2271478540984739,0.2060000053793192,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),attention_weights,original,0.3348819202477739,0.6023535935537959,0.6117216348648071,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),attention_weights,scrambled,0.5020399654545995,0.6987621715258721,0.692307710647583,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),integrated_gradients,original,0.3643050716221447,0.5935054987674014,0.6593406796455383,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),integrated_gradients,scrambled,0.4539444295541856,0.6464080025491966,0.6813187003135681,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),gradient_x_input,original,0.4364037046963876,0.6467921757957984,0.6703296899795532,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),gradient_x_input,scrambled,0.4917954674052234,0.685253651499,0.6886447072029114,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),smoothgrad_ig,original,0.3644539742100718,0.5937359030947982,0.6593406796455383,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),smoothgrad_ig,scrambled,0.5177640787396884,0.6974689139418006,0.6996337175369263,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),occlusion,original,0.4418386491557223,0.6528200886276735,0.6117216348648071,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),occlusion,scrambled,0.5229905595759254,0.7093129709009665,0.6813187003135681,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),random_mean,original,0.4960930938979718,0.6912365631532725,0.6883882969617844,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,Baseline (04),random_mean,scrambled,0.4966222936954644,0.6905224144162686,0.6883882969617844,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),attention_weights,original,0.4166103222898354,0.6157432277110029,0.6130267977714539,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),attention_weights,scrambled,0.473912553527158,0.6426636833602547,0.6360152959823608,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),integrated_gradients,original,0.4416553977913003,0.5926812520891074,0.6551724076271057,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),integrated_gradients,scrambled,0.4783637592968221,0.6561262290213046,0.6513410210609436,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),gradient_x_input,original,0.4406130268199233,0.6118746823343051,0.6436781883239746,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),gradient_x_input,scrambled,0.5065077755240027,0.6705793894930926,0.6590038537979126,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),smoothgrad_ig,original,0.4412046427766509,0.5917606334693686,0.6551724076271057,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),smoothgrad_ig,scrambled,0.5551611449177372,0.7016282693790135,0.6934865713119507,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),occlusion,original,0.4575726842461122,0.6095360060316364,0.5977011322975159,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),occlusion,scrambled,0.5670779806175344,0.7052821004993657,0.7049808502197266,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),random_mean,original,0.4970224814063556,0.6598172093873045,0.65647509932518,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,Baseline (04),random_mean,scrambled,0.500749661933739,0.6613459281599751,0.659348663687706,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),attention_weights,original,0.4620246147022951,0.2093358696315151,0.1954022943973541,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),attention_weights,scrambled,0.5884244372990354,0.2762922077827353,0.3218390941619873,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),integrated_gradients,original,0.3548804375947074,0.1666523566415891,0.1034482792019844,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),integrated_gradients,scrambled,0.4185238570425398,0.1930297785697932,0.1954022943973541,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),gradient_x_input,original,0.4659792290350001,0.2071053331686678,0.2183908075094223,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),gradient_x_input,scrambled,0.5183131906715452,0.2474745047279672,0.2528735697269439,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),smoothgrad_ig,original,0.3558044129060871,0.1667989846620741,0.1034482792019844,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),smoothgrad_ig,scrambled,0.5607421369701002,0.2466252795049387,0.2413793057203292,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),occlusion,original,0.4761059984477214,0.1978848055655965,0.1494252830743789,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),occlusion,scrambled,0.4955094799866948,0.2477086803897655,0.2528735697269439,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),random_mean,original,0.4968292863214694,0.228848248586157,0.2157471281290054,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P27760,398,0.2185929648241206,87,Baseline (04),random_mean,scrambled,0.4971452858779612,0.2284573604818811,0.2179310357570648,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),attention_weights,original,0.4934984520123838,0.6021348632504125,0.5411764979362488,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),attention_weights,scrambled,0.4416924664602684,0.5631325681505954,0.5764706134796143,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),integrated_gradients,original,0.2831785345717235,0.4640991416106281,0.4941176474094391,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),integrated_gradients,scrambled,0.4759545923632611,0.5554848830228607,0.6235294342041016,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),gradient_x_input,original,0.4584107327141383,0.6019678383171283,0.5882353186607361,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),gradient_x_input,scrambled,0.5430340557275541,0.642905398580973,0.6235294342041016,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),smoothgrad_ig,original,0.2811145510835914,0.4631648378845363,0.4941176474094391,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),smoothgrad_ig,scrambled,0.4656346749226007,0.5605066223560294,0.5882353186607361,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),occlusion,original,0.4868937048503611,0.6132677697882224,0.5882353186607361,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),occlusion,scrambled,0.544891640866873,0.6629964928428702,0.6352941393852234,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),random_mean,original,0.4926026831785346,0.6075271146566282,0.5944706121087074,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
P00711,142,0.5985915492957746,85,Baseline (04),random_mean,scrambled,0.4984210526315789,0.608730518762336,0.6003529649972915,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),attention_weights,original,0.3416572466002124,0.2332721219630436,0.171171173453331,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),attention_weights,scrambled,0.5058746959887644,0.3253238412163445,0.3063063025474548,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),integrated_gradients,original,0.6110026376186072,0.4752229675658168,0.3873873949050903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),integrated_gradients,scrambled,0.4616517658342753,0.3107689651282505,0.2792792916297912,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),gradient_x_input,original,0.5276949953756037,0.3202676778371974,0.3243243098258972,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),gradient_x_input,scrambled,0.5012845545164937,0.3006595830645726,0.2972972989082336,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),smoothgrad_ig,original,0.6116192237865241,0.4744285114021321,0.3873873949050903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),smoothgrad_ig,scrambled,0.513958825745898,0.3197310401739385,0.315315306186676,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),occlusion,original,0.5375261192751688,0.3223319462566026,0.3243243098258972,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),occlusion,scrambled,0.4974994005412256,0.3107680321194683,0.315315306186676,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),random_mean,original,0.4990326448121124,0.3063826566333767,0.2941441443562507,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AES0,374,0.2967914438502674,111,Baseline (04),random_mean,scrambled,0.496843078820265,0.3061759162064071,0.2939639621973037,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),attention_weights,original,0.4727272727272728,0.5623153752538992,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),attention_weights,scrambled,0.5454545454545454,0.6305560843317687,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),integrated_gradients,original,0.5795454545454545,0.704863237191706,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),integrated_gradients,scrambled,0.5416666666666666,0.6193112068730479,0.574999988079071,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),gradient_x_input,original,0.5151515151515152,0.6267912436870908,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),gradient_x_input,scrambled,0.5234848484848484,0.6438292698630833,0.5249999761581421,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),smoothgrad_ig,original,0.581060606060606,0.7013579973161091,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),smoothgrad_ig,scrambled,0.5416666666666667,0.6058848207383042,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),occlusion,original,0.5249999999999999,0.588249645014515,0.574999988079071,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),occlusion,scrambled,0.6848484848484848,0.7048074748555215,0.7250000238418579,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),random_mean,original,0.5100984848484849,0.579464070858359,0.5524999997019768,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
K7AJH7,73,0.547945205479452,40,Baseline (04),random_mean,scrambled,0.4928636363636364,0.5665118085535673,0.5474999952316284,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/baseline_probing_rows.csv
